id,port_name,container_volume,avg_delay_hours,congestion_level,weather_score,disruption_risk,timestamp,delay_rolling_mean,congestion_rolling_mean,weather_rolling_mean,risk_change
1,Singapore,12849,52.016789389914535,0.9043049786920315,0.22142616764462775,0.3197977866616085,2026-05-20 17:05:17.826980,0.0,0.0,0.0,0.0
2,Rotterdam,15314,1.7764675208044407,0.6855381150812597,0.7154621364653558,0.25961283256188883,2026-05-20 17:05:17.829586,0.0,0.0,0.0,-0.06018495409971969
3,Rotterdam,17768,2.818759787882073,0.30938194635231686,0.8030693207922555,0.5854456817332152,2026-05-20 17:05:17.829668,0.0,0.0,0.0,0.3258328491713264
4,Rotterdam,11988,7.833943820143547,0.35496854581811765,0.46026846519594844,0.8439892796659444,2026-05-20 17:05:17.829704,0.0,0.0,0.0,0.2585435979327292
5,Los Angeles,17063,9.443215900722235,0.3854155403866476,0.7132889711163507,0.7432361745257566,2026-05-20 17:05:17.829731,14.777835283893367,0.5279218252660747,0.5827030122429077,-0.10075310514018776
6,Shanghai,10615,41.13162968538524,0.5046418055562145,0.4664573860638487,0.93302822146188,2026-05-20 17:05:17.829762,12.600803342987508,0.44798919063891124,0.6317092559267519,0.1897920469361234
7,Singapore,6222,51.883368818068746,0.5086103932875505,0.13316013392945603,0.20924678975798816,2026-05-20 17:05:17.829795,22.622183602440366,0.4126036462801695,0.5152488554195719,-0.7237814317038919
8,Los Angeles,5233,50.0790619123506,0.24886344703531005,0.09136410925101268,0.00618727942046815,2026-05-20 17:05:17.829826,32.074244027334075,0.4004999464167681,0.3729078131113233,-0.20305951033752
9,Rotterdam,16228,21.47517848557096,0.5637752466498483,0.9680926858612453,0.6127748956604221,2026-05-20 17:05:17.829858,34.802490960419554,0.4422612865831142,0.47447265724438276,0.6065876162399539
10,Shanghai,10533,48.467113418562484,0.7208174935412581,0.8939814817282311,0.9925346964039153,2026-05-20 17:05:17.829885,42.607270463987604,0.5093416772140363,0.5106111593667587,0.37975980074349325
11,Shanghai,19860,1.4712121067890083,0.44496390205060155,0.6702619239544844,0.7325641121833858,2026-05-20 17:05:17.829907,34.675186948268355,0.49740609651291373,0.5513720669448859,-0.25997058422052954
12,Shanghai,14070,29.395556858529357,0.9287558271569722,0.24165682553701773,0.08061522102474972,2026-05-20 17:05:17.829932,30.177624556360477,0.5814351832867981,0.5730714052663982,-0.6519488911586361
13,Rotterdam,12351,30.970093691779365,0.9365757333587338,0.8488240209759891,0.11716598150013657,2026-05-20 17:05:17.829962,26.355830912246233,0.7189776405514828,0.7245633876113935,0.036550760475386856
14,Rotterdam,6550,10.601846875943197,0.08385721809868085,0.45423840695326156,0.895794628925245,2026-05-20 17:05:17.829989,24.18116459032068,0.6229940348412493,0.6217925318297967,0.7786286474251084
15,Shanghai,9841,42.06694383101014,0.6187473698111289,0.6255016107827096,0.5078181902348243,2026-05-20 17:05:17.830016,22.90113067281021,0.6025800100952236,0.5680965576406924,-0.38797643869042064
16,Singapore,11905,11.254963007651321,0.40761067973857623,0.4843001463860598,0.7480204676019856,2026-05-20 17:05:17.830044,24.857880852982674,0.5951093656328184,0.5309042021270075,0.24020227736716127
17,Rotterdam,12886,27.730505151994844,0.7485998474098857,0.2601870943449476,0.9134645469887382,2026-05-20 17:05:17.830066,24.524870511675772,0.5590781696834011,0.5346102558885935,0.16544407938675265
18,Shanghai,8942,49.57959514157501,0.4115491317769939,0.18767921084370331,0.9421186537223059,2026-05-20 17:05:17.830089,28.246770801634902,0.45407284936705306,0.4023812938621364,0.028654106733567608
19,Los Angeles,7871,69.03071323424003,0.6624544506404402,0.39445214946816476,0.4545367770444556,2026-05-20 17:05:17.830128,39.93254407329427,0.5697922958754049,0.39042404236511696,-0.48758187667785025
20,Shanghai,16464,2.812282943707543,0.3446208688555982,0.23949881156436137,0.4766951164373271,2026-05-20 17:05:17.830157,32.081611895833746,0.5149669956842988,0.3132234825214474,0.022158339392871484
21,Singapore,12086,65.30931432579423,0.5430562837303967,0.705360854846273,0.9253760075978463,2026-05-20 17:05:17.830190,42.892482159462325,0.5420561164826629,0.35743562421349007,0.44868089116051924
22,Los Angeles,9609,13.772878872980007,0.06465917674974553,0.8648974113681337,0.9082830917770242,2026-05-20 17:05:17.830212,40.10095690365936,0.4052679823506349,0.47837768761812727,-0.017092915820822174
23,Shanghai,12653,5.269105305118402,0.1282372214802424,0.977685503562037,0.7484732843324936,2026-05-20 17:05:17.830244,31.23885893636804,0.3486056002912846,0.6363789461617939,-0.15980980744453055
24,Los Angeles,7471,28.045238411478014,0.3752784012768434,0.0676082360853707,0.48274222751958873,2026-05-20 17:05:17.830284,23.041763971815634,0.29117039041856524,0.5710101634852351,-0.2657310568129049
25,Singapore,6705,50.949338754562866,0.3800241447602588,0.5349239303901286,0.960341085335739,2026-05-20 17:05:17.830321,32.6691751339867,0.2982510455994974,0.6300951872503886,0.4775988578161503
26,Shanghai,16315,38.91967425997252,0.8879188480461491,0.8038283123633054,0.8214086194760455,2026-05-20 17:05:17.830358,27.391247120822356,0.36722355846264787,0.6497886787537951,-0.13893246585969354
27,Los Angeles,19967,38.756120830334424,0.0919373936445973,0.5021672192836361,0.9704438744999464,2026-05-20 17:05:17.830396,32.38789551229324,0.3726792018416182,0.5772426403368957,0.14903525502390091
28,Rotterdam,11961,70.26109562307211,0.25681727683785305,0.5715973436780513,0.4992460276610857,2026-05-20 17:05:17.830477,45.38629357588398,0.3983952129131403,0.49602500836009844,-0.4711978468388607
29,Rotterdam,12822,40.193555210827846,0.10817793775485773,0.3069789600609004,0.3555978399756612,2026-05-20 17:05:17.830516,47.815956935753945,0.3449751202087432,0.5438991531552044,-0.14364818768542453
30,Singapore,6659,65.82229599440203,0.70374320050438,0.8863146027746036,0.6589879762389496,2026-05-20 17:05:17.830553,50.79054838372178,0.40971893135756743,0.6141772876320993,0.30339013626328837
31,Los Angeles,11540,24.138076674567642,0.6204526695650768,0.14323913436892888,0.3945180403822066,2026-05-20 17:05:17.830597,47.83422886664081,0.356225695661353,0.48205945203322403,-0.26446993585674294
32,Rotterdam,5523,20.594057558634237,0.0487202772030898,0.6850974837012066,0.9967852519339923,2026-05-20 17:05:17.830636,44.20181621230077,0.34758227237305145,0.5186455049167382,0.6022672115517856
33,Los Angeles,10608,13.297629106929623,0.1844777939886505,0.14148733641435507,0.8301325384742024,2026-05-20 17:05:17.830678,32.809122909072265,0.333114375803211,0.4326235034639989,-0.16665271345978983
34,Shanghai,9422,71.98782510247484,0.36916278699042526,0.0915182689546804,0.7245397743461973,2026-05-20 17:05:17.830715,39.16797688740167,0.3853113456503245,0.3895313652427549,-0.10559276412800511
35,Shanghai,5432,9.197227062531699,0.6737951906731883,0.6011905576466408,0.5540817727147648,2026-05-20 17:05:17.830758,27.842963101027607,0.3793217436840861,0.33250655621716235,-0.17045800163143254
36,Rotterdam,5745,67.26754255458455,0.21916713571321744,0.9546407380414169,0.05648795173388155,2026-05-20 17:05:17.830795,36.46885627703099,0.29906463691371427,0.49478687695165996,-0.49759382098088323
37,Shanghai,15467,35.177569069215814,0.6166754216800742,0.12684203327977883,0.14947818175611804,2026-05-20 17:05:17.830834,39.3855585791473,0.4126556658091111,0.38313578686737443,0.0929902300222365
38,Rotterdam,7577,55.19679259690363,0.37755175813477393,0.01514159614017141,0.870305437129454,2026-05-20 17:05:17.830871,47.7653912771421,0.4512704586383358,0.35786663881253766,0.7208272553733359
39,Singapore,14198,37.064922773146556,0.6562088621883253,0.4389335053355602,0.4497365033329481,2026-05-20 17:05:17.830910,40.780810811276446,0.5086796736779158,0.42734968608871365,-0.42056893379650584
40,Los Angeles,15628,12.425293640993594,0.1878676651434933,0.13301863269181735,0.07038729547383804,2026-05-20 17:05:17.830940,41.426424126968826,0.4114941685719768,0.33371530109774894,-0.3793492078591101
41,Singapore,5148,16.57439722456723,0.8285302515358642,0.31838462583089633,0.34788533793912535,2026-05-20 17:05:17.830982,31.28779506096536,0.5333667917365063,0.2064640786556448,0.2774980424652873
42,Rotterdam,5970,65.76604990204503,0.09866848785928672,0.12857331504161096,0.3246165449147801,2026-05-20 17:05:17.831016,37.40549122753121,0.4297654049723487,0.20681033500801121,-0.023268793024345258
43,Shanghai,17232,71.38998894577038,0.9191049616723428,0.39802059662377676,0.09224969311741849,2026-05-20 17:05:17.831053,40.64413049730456,0.5380760456798624,0.2833861351047323,-0.2323668517973616
44,Singapore,6218,54.24625074833521,0.3566863951127893,0.2798649903793017,0.16065752380968712,2026-05-20 17:05:17.831092,44.08039609234228,0.4781715522647552,0.2515724321134806,0.06840783069226863
45,Singapore,14290,56.282715531613874,0.40320317688560703,0.5762141115493995,0.8702499638888599,2026-05-20 17:05:17.831130,52.851880470466334,0.521238654613178,0.340211527884997,0.7095924400791728
46,Los Angeles,9395,30.805896598820407,0.8398751923116298,0.02047226934918478,0.921807798352028,2026-05-20 17:05:17.831156,55.698180345316985,0.5235076427683312,0.2806290565886547,0.051557834463168084
47,Shanghai,13363,25.47205171918303,0.9611049533939897,0.0024413399906005884,0.8281170318140602,2026-05-20 17:05:17.831182,47.63938070874458,0.6959949358752717,0.2554026615784527,-0.09369076653796782
48,Rotterdam,16510,37.07696803447953,0.07200530888831669,0.6575183316216433,0.5034499655794223,2026-05-20 17:05:17.831205,40.776776526486415,0.5265750053184665,0.307302208578026,-0.3246670662346378
49,Los Angeles,11208,26.926345774239845,0.9097661464397211,0.09923541557108384,0.6211028768876182,2026-05-20 17:05:17.831229,35.312795531667334,0.6371909555838529,0.2711762936163824,0.11765291130819588
50,Singapore,9734,2.4197266371813813,0.9862924825181798,0.26389393361537616,0.09967321011735564,2026-05-20 17:05:17.831280,24.540197752780838,0.7538088167103674,0.20871225802957777,-0.5214296667702626
51,Rotterdam,11370,20.515120047030464,0.10428304571596492,0.5511748256698475,0.5932954111096942,2026-05-20 17:05:17.831314,22.482042442422845,0.6066903873912344,0.3148527692937103,0.49362220099233856
52,Singapore,18080,44.07544471975547,0.869341219905236,0.5527050246168695,0.18395309478230248,2026-05-20 17:05:17.831348,26.202721042537338,0.5883376406934837,0.42490550621896406,-0.4093423163273917
53,Shanghai,19548,50.343869443152386,0.8606255236779239,0.07288689286976946,0.049107751990495996,2026-05-20 17:05:17.831380,28.856101324271908,0.7460616836514051,0.30797921846858933,-0.1348453427918065
54,Los Angeles,12352,45.58357919084974,0.7573515910591442,0.7121961389157013,0.14236019091518304,2026-05-20 17:05:17.831419,32.58754800759389,0.7155787725752898,0.4305713631375128,0.09325243892468704
55,Shanghai,15511,56.679197186122316,0.6074527880434617,0.2614903073857715,0.9697338209198096,2026-05-20 17:05:17.831457,43.43944211738207,0.6398108336803462,0.43009063789159185,0.8273736300046266
56,Shanghai,17647,20.416359403381495,0.8192387848950226,0.0974865510640105,0.03244018944975302,2026-05-20 17:05:17.831525,43.41968998865228,0.7828019815161577,0.3393529829704245,-0.9372936314700566
57,Singapore,19139,44.481854203633674,0.4574958160707132,0.7714328472738424,0.5785644079487073,2026-05-20 17:05:17.831555,43.500971885427916,0.7004329007492531,0.38309854750181904,0.5461242184989543
58,Singapore,19803,32.04480850745401,0.7814593632229667,0.6247991583321161,0.23724505761081072,2026-05-20 17:05:17.831581,39.841159698288244,0.6845996686582617,0.4934810005942884,-0.3413193503378966
59,Rotterdam,6028,45.69375873431585,0.8947287708872996,0.46014972825437794,0.07955798514150703,2026-05-20 17:05:17.831611,39.86319560698147,0.7120751046238928,0.4430717184620237,-0.1576870724693037
60,Rotterdam,19517,50.82646262392477,0.6484028964571076,0.6461315171347336,0.9046729904354118,2026-05-20 17:05:17.831641,38.69264869454196,0.7202651263066219,0.5199999604118161,0.8251150052939048
61,Los Angeles,19549,48.47491253549215,0.5130506327225359,0.0951714383056167,0.6307598349342183,2026-05-20 17:05:17.831677,44.30435932096409,0.6590274958721246,0.5195369378601373,-0.27391315550119355
62,Shanghai,6607,48.44734097464933,0.6221318439468461,0.5298399822705869,0.7311949784312733,2026-05-20 17:05:17.831710,45.097456675167216,0.6919547014473512,0.47121836485948626,0.10043514349705507
63,Rotterdam,16933,58.92303810253181,0.889026673818265,0.8655513648959767,0.026162396399869725,2026-05-20 17:05:17.831740,50.47310259418278,0.7134681635664109,0.5193688061722583,-0.7050325820314036
64,Rotterdam,19461,25.446830860443193,0.34043094888481995,0.3972578875584014,0.7056848756670182,2026-05-20 17:05:17.831764,46.423717019408244,0.6026085991659149,0.5067904380330631,0.6795224792671485
65,Singapore,6263,38.03434919848318,0.8852943951480188,0.5884845869562882,0.726470089459902,2026-05-20 17:05:17.831787,43.865294334319934,0.6499868989040971,0.495261051997374,0.020785213792883783
66,Singapore,5869,24.387667240881512,0.06351894067395203,0.413912171143751,0.5875173548202292,2026-05-20 17:05:17.831810,39.0478452753978,0.5600805604943804,0.5590091985650009,-0.13895273463967284
67,Rotterdam,12318,71.19524538907224,0.40130487492602773,0.5442943726552741,0.501224966957173,2026-05-20 17:05:17.831852,43.59742615828238,0.5159151666902166,0.5619000766419383,-0.08629238786305615
68,Rotterdam,18410,61.086624570230484,0.05989832308115173,0.07974819352655182,0.4791586742513493,2026-05-20 17:05:17.831890,44.03014345182212,0.35008949654279403,0.4047394423680533,-0.02206629270582372
69,Los Angeles,13841,30.189734874691585,0.31786181715908424,0.763127839968721,0.8268669250816799,2026-05-20 17:05:17.831930,44.978724254671796,0.3455756701976469,0.4779134328501172,0.34770825083033063
70,Singapore,5170,39.70800823896086,0.7958388982098583,0.5485716521167029,0.5869807645352504,2026-05-20 17:05:17.831972,45.31345606276733,0.3276845708100148,0.46993084588220013,-0.23988616054642953
71,Singapore,8854,48.701719935566,0.7868287297909862,0.9899755461794544,0.16379199153035617,2026-05-20 17:05:17.832012,50.17626660170423,0.4723465286334216,0.5851435208893407,-0.4231887730048942
72,Los Angeles,5691,12.942093036771336,0.5708618237266873,0.8430500813689387,0.41261983719903295,2026-05-20 17:05:17.832051,38.52563613124405,0.5062579183935536,0.6448946626320737,0.24882784566867677
73,Los Angeles,19010,22.558134953726462,0.14633104680212583,0.685600372386215,0.03539846787888912,2026-05-20 17:05:17.832095,30.819938207943245,0.5235444631377484,0.7660650984040063,-0.37722136932014383
74,Rotterdam,10429,42.66688811741731,0.4507230088443642,0.8154156191680638,0.6783935478717594,2026-05-20 17:05:17.832134,33.31536885648839,0.5501167014748043,0.776522654243875,0.6429950799928703
75,Rotterdam,16170,42.15952476025505,0.9135025420815431,0.3662201429910825,0.4642149419004765,2026-05-20 17:05:17.832176,33.80567216074723,0.5736494302491414,0.7400523524187509,-0.2141786059712829
76,Rotterdam,12134,54.62034623550195,0.37551457884512907,0.2001278831702814,0.19234713305264495,2026-05-20 17:05:17.832215,34.98939742073442,0.49138660005996987,0.5820828198169162,-0.27186780884783157
77,Singapore,16668,37.18472299325016,0.4305633423085483,0.18244486039431485,0.42541624268846545,2026-05-20 17:05:17.832255,39.83792341203018,0.4633269037763421,0.44996177562199147,0.2330691096358205
78,Rotterdam,14764,16.891495856343035,0.8592247517624412,0.5301670102402882,0.8001245088380826,2026-05-20 17:05:17.832293,38.7045955925535,0.6059056447684052,0.4188751031928062,0.37470826614961716
79,Singapore,18813,49.40033507848287,0.08043041876551826,0.6491385896016681,0.09611669784546639,2026-05-20 17:05:17.832335,40.05128498476661,0.531847126752636,0.38561969727952705,-0.7040078109926162
80,Shanghai,6517,29.409217517036364,0.358895773412088,0.9855662300494255,0.8471960378147283,2026-05-20 17:05:17.832382,37.50122353612288,0.4209257730187449,0.5094889146911956,0.7510793399692619
81,Singapore,11407,15.74733870928155,0.6674804776901001,0.7349252054104362,0.6207703308841835,2026-05-20 17:05:17.832534,29.726622030878794,0.47931895278773917,0.6164483791392266,-0.22642570693054476
82,Singapore,16783,47.07842080381871,0.3287901082331469,0.4566096897145018,0.8178057667737565,2026-05-20 17:05:17.832608,31.705361592992507,0.45896430597265886,0.671281345003264,0.19703543588957295
83,Shanghai,13253,36.00735212279579,0.35097123664766106,0.7562430155175559,0.7620393113017431,2026-05-20 17:05:17.832659,35.528532846283056,0.3573136029497029,0.7164965460587175,-0.05576645547201342
84,Rotterdam,11008,61.711390534319605,0.8862411496573159,0.28734389083000345,0.7135111320414631,2026-05-20 17:05:17.832696,37.990743937450404,0.5184757491280624,0.6441376063043845,-0.04852817926027997
85,Los Angeles,15915,22.30390944644724,0.12308680446410558,0.22200497571818634,0.9341518986477466,2026-05-20 17:05:17.832733,36.56968232333257,0.4713139553384659,0.4914253554381368,0.2206407666062835
86,Rotterdam,14838,64.4366821814589,0.9067344571456024,0.4201559339982712,0.8942653964415096,2026-05-20 17:05:17.832771,46.30755101776805,0.5191647512295664,0.42847150115570376,-0.03988650220623702
87,Rotterdam,6756,26.32366241846395,0.21260265786746313,0.8560021894675842,0.3637760606299756,2026-05-20 17:05:17.832812,42.1565993406971,0.49592726115642966,0.5083500011063202,-0.530489335811534
88,Shanghai,14810,25.60729203184409,0.07637535583142163,0.5926388718583339,0.5081696770773725,2026-05-20 17:05:17.832837,40.076587322506754,0.4410080849931818,0.4756291723744758,0.1443936164473969
89,Shanghai,14669,32.970546891883956,0.15797700649149915,0.46515080253838614,0.5327896306198847,2026-05-20 17:05:17.832874,34.328418594019624,0.2953552563600184,0.5111905547161524,0.02461995354251223
